,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,0,0,0,0,0,0,0,0,0,0,2000-01-01
1,0,0,0,0,0,0,0,0,0,0,2000-01-02
2,0,0,0,0,0,0,0,0,0,0,2000-01-03
3,0,0,AF,0,0,0,0,0,0,0,2000-01-04
4,0,AE,0,0,0,0,0,0,0,0,2000-01-05
5,0,AF,AF,0,0,0,0,0,0,0,2000-01-06
6,0,0,0,0,0,0,0,0,0,0,2000-01-07
7,0,0,0,0,0,0,0,0,0,0,2000-01-08
8,0,0,0,AH,0,0,0,0,0,0,2000-01-09
9,0,0,0,0,0,0,0,0,0,0,2000-01-10
10,0,0,0,0,0,AJ,0,0,0,0,2000-01-11
11,0,0,0,0,0,AI,0,0,0,0,2000-01-12
12,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-13
13,0,0,0,0,0,0,0,0,0,0,2000-01-14
14,0,0,0,0,0,AK,AK,0,0,0,2000-01-15
15,0,0,0,0,0,AK,0,0,0,0,2000-01-16
16,0,0,0,0,0,0,0,0,AM,0,2000-01-17
17,0,0,0,0,0,0,0,0,AO,0,2000-01-18
18,0,0,0,0,0,0,0,AM,0,AM,2000-01-19
19,0,0,0,0,0,0,0,0,0,AN,2000-01-20
