,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_20_D_0_PolyTrend_7__1.0_0
0,2000-01-01,0.20552675214328775,0.42857142857142855,0.0,-0.07770456650883938,1.380488550675165
1,2000-01-02,0.22728975630016632,0.14285714285714285,0.0,1.0896301649283022,2.2838720005548994
2,2000-01-03,0.24954089549631814,0.42857142857142855,0.02835648865872159,0.09654266759327351,1.6271064167890297
3,2000-01-04,0.2722801697317432,0.7142857142857143,0.06444455244243322,1.4186671084676297,3.2937724813968083
4,2000-01-05,0.29550757900644153,0.2857142857142857,0.10422571996530204,1.1682731374280053,2.677815658583323
5,2000-01-06,0.3192231233204131,0.5714285714285714,0.14700631085723817,0.9471859464018728,2.8089388884773836
6,2000-01-07,0.3434268026736579,0.8571428571428571,0.1912265564966149,1.0854870347559817,3.3013781875383996
7,2000-01-08,0.36811861706617593,0.42857142857142855,0.23601227663242066,2.3822244479133983,4.239021706652711
8,2000-01-09,0.39329856649796724,0.14285714285714285,0.2812707779860128,-0.40602373632291733,1.2354976874874937
9,2000-01-10,0.41896665096903185,0.42857142857142855,0.3266887939072034,0.2664453411788736,2.2647671510958256
10,2000-01-11,0.4451228704793696,0.7142857142857143,0.3722102026842937,-1.3557137239186656,1.0
11,2000-01-12,0.47176722502898066,0.2857142857142857,0.4177696850058492,-0.11410253188685747,1.8852436003315463
12,2000-01-13,0.4988997146178649,0.5714285714285714,0.4633656096169089,-0.844230864581227,1.5135579675514061
13,2000-01-14,0.5265203392460225,0.8571428571428571,0.5089666489317406,0.7056408100507655,3.422365591840674
14,2000-01-15,0.5546290989134532,0.42857142857142855,0.5545676882465722,-0.39878617335193706,1.963076978848805
15,2000-01-16,0.5832259936201574,0.14285714285714285,0.600168727561404,-0.8271965334869942,1.323150267020998
16,2000-01-17,0.6123110233661346,0.42857142857142855,0.6457697668762357,-0.41574470158503485,2.095002453698052
17,2000-01-18,0.641884188151385,0.7142857142857143,0.6913708061910674,-0.5245121937314283,2.347123451366026
18,2000-01-19,0.6719454879759089,0.2857142857142857,0.7369718455058992,0.8131012718382519,3.3318278275036337
19,2000-01-20,0.7024949228397059,0.5714285714285714,0.782572884820731,-0.2292506291606075,2.6513406863976887
