,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_20_H_0_linear_7__1.0_10
0,2000-01-01 00:00:00,0,0.42857142857142855,0.0,-0.07770456650883938,1.6200846690112467,1.6200846690112467
1,2000-01-01 01:00:00,0,0.14285714285714285,0.0,1.0896301649283022,2.5017051147341025,2.5017051147341025
2,2000-01-01 02:00:00,0,0.42857142857142855,0.02835648865872159,0.09654266759327351,1.822688391772081,1.822688391772081
3,2000-01-01 03:00:00,0,0.7142857142857143,0.06444455244243322,1.4186671084676297,3.4666151821444346,3.4666151821444346
4,2000-01-01 04:00:00,0,0.2857142857142857,0.10422571996530204,1.1682731374280053,2.8274309500562507,2.8274309500562507
5,2000-01-01 05:00:00,0,0.5714285714285714,0.14700631085723817,0.9471859464018728,2.93483863563634,2.93483863563634
6,2000-01-01 06:00:00,0,0.8571428571428571,0.1912265564966149,1.0854870347559817,3.4030742553441113,3.4030742553441113
7,2000-01-01 07:00:00,0,0.42857142857142855,0.23601227663242066,2.3822244479133983,4.316025960065905,4.316025960065905
8,2000-01-01 08:00:00,0,0.14285714285714285,0.2812707779860128,-0.40602373632291733,1.2873219914688958,1.2873219914688958
9,2000-01-01 09:00:00,0,0.42857142857142855,0.3266887939072034,0.2664453411788736,2.290923370606163,2.290923370606163
10,2000-01-01 10:00:00,0,0.7142857142857143,0.3722102026842937,-1.3557137239186656,1.0,1.0
11,2000-01-01 11:00:00,0,0.2857142857142857,0.4177696850058492,-0.11410253188685747,1.858599245781935,1.858599245781935
12,2000-01-01 12:00:00,0,0.5714285714285714,0.4633656096169089,-0.844230864581227,1.459781123412911,1.459781123412911
13,2000-01-01 13:00:00,0,0.8571428571428571,0.5089666489317406,0.7056408100507655,3.3409681230740205,3.3409681230740205
14,2000-01-01 14:00:00,0,0.42857142857142855,0.5545676882465722,-0.39878617335193706,1.8535707504147212,1.8535707504147212
15,2000-01-01 15:00:00,0,0.14285714285714285,0.600168727561404,-0.8271965334869942,1.1850471438802102,1.1850471438802102
16,2000-01-01 16:00:00,0,0.42857142857142855,0.6457697668762357,-0.41574470158503485,1.927814300811287,1.927814300811287
17,2000-01-01 17:00:00,0,0.7142857142857143,0.6913708061910674,-0.5245121937314283,2.150362133694011,2.150362133694011
18,2000-01-01 18:00:00,0,0.2857142857142857,0.7369718455058992,0.8131012718382519,3.105005210007094,3.105005210007094
19,2000-01-01 19:00:00,0,0.5714285714285714,0.782572884820731,-0.2292506291606075,2.3939686340373525,2.3939686340373525
