,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,0,0,0,0,0,0,0,0,0,0,2000-01-01 00:00:00
1,0,0,0,0,0,0,0,0,0,0,2000-01-01 01:00:00
2,0,0,0,0,0,0,0,0,0,0,2000-01-01 02:00:00
3,0,0,AF,0,0,0,0,0,0,0,2000-01-01 03:00:00
4,0,AE,0,0,0,0,0,0,0,0,2000-01-01 04:00:00
5,0,AF,AF,0,0,0,0,0,0,0,2000-01-01 05:00:00
6,0,0,0,0,0,0,0,0,0,0,2000-01-01 06:00:00
7,0,0,0,0,0,0,0,0,0,0,2000-01-01 07:00:00
8,0,0,0,AH,0,0,0,0,0,0,2000-01-01 08:00:00
9,0,0,0,0,0,0,0,0,0,0,2000-01-01 09:00:00
10,0,0,0,0,0,AJ,0,0,0,0,2000-01-01 10:00:00
11,0,0,0,0,0,AI,0,0,0,0,2000-01-01 11:00:00
12,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-01 12:00:00
13,0,0,0,0,0,0,0,0,0,0,2000-01-01 13:00:00
14,0,0,0,0,0,AK,AK,0,0,0,2000-01-01 14:00:00
15,0,0,0,0,0,AK,0,0,0,0,2000-01-01 15:00:00
16,0,0,0,0,0,0,0,0,AM,0,2000-01-01 16:00:00
17,0,0,0,0,0,0,0,0,AO,0,2000-01-01 17:00:00
18,0,0,0,0,0,0,0,AN,0,AN,2000-01-01 18:00:00
19,0,0,0,0,0,0,0,0,0,AN,2000-01-01 19:00:00
