,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_20_H_0_poly_24__1.0_10
0,2000-01-01 00:00:00,0,0.125,0.0,-1.3557137239186656,1.0,1.0
1,2000-01-01 01:00:00,0,0.2916666666666667,0.0,-0.11410253188685747,2.408277858698475,2.408277858698475
2,2000-01-01 02:00:00,0,0.375,0.4785775794765232,-0.844230864581227,2.2400604388139618,2.2400604388139618
3,2000-01-01 03:00:00,0,0.7916666666666666,1.0243238957205711,0.7056408100507655,4.7523450963566685,4.7523450963566685
4,2000-01-01 04:00:00,0,0.875,1.6285128739860741,-0.39878617335193706,4.335440424552803,4.335440424552803
5,2000-01-01 05:00:00,0,0.75,2.2603807671721503,-0.8271965334869942,4.413897957603822,4.413897957603822
6,2000-01-01 06:00:00,0,0.16666666666666666,2.9144170009212442,-0.41574470158503485,4.896052689921541,4.896052689921541
7,2000-01-01 07:00:00,0,0.9583333333333334,3.579991356692409,-0.5245121937314283,6.244526220212979,6.244526220212979
8,2000-01-01 08:00:00,0,0.25,4.253398707320374,0.8131012718382519,7.547213703077292,7.547213703077292
9,2000-01-01 09:00:00,0,0.5,4.932450769826448,-0.2292506291606075,7.433913864584506,7.433913864584506
10,2000-01-01 10:00:00,0,0.041666666666666664,5.614788166366145,2.161717373494259,10.048885930445737,10.048885930445737
11,2000-01-01 11:00:00,0,0.25,6.298891013465306,-0.9569314292805337,7.822673308103438,7.822673308103438
12,2000-01-01 12:00:00,0,0.2916666666666667,6.984333158942848,0.06731083219488099,9.574024381723062,9.574024381723062
13,2000-01-01 13:00:00,0,0.9583333333333334,7.669917146306954,0.20649883721106427,11.065463040770018,11.065463040770018
14,2000-01-01 14:00:00,0,0.5833333333333334,8.355501133671062,-0.45688132622556726,10.712666864697495,10.712666864697495
15,2000-01-01 15:00:00,0,0.7083333333333334,9.041085121035165,-1.0599757640207523,10.920156414266412,10.920156414266412
16,2000-01-01 16:00:00,0,0.20833333333333334,9.726669108399271,0.6149573156935568,12.780673481344827,12.780673481344827
17,2000-01-01 17:00:00,0,0.5416666666666666,10.412253095763381,1.4296607664750955,14.614294252823807,14.614294252823807
18,2000-01-01 18:00:00,0,0.3333333333333333,11.09783708312748,-0.21195225635208395,13.449931884027395,13.449931884027395
19,2000-01-01 19:00:00,0,0.375,11.783421070491586,-0.08033725576207178,14.30879753864818,14.30879753864818
