,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_20_H_0_PolyTrend_24__1.0_0
0,2000-01-01 00:00:00,0.20552675214328775,0.125,0.0,-1.3557137239186656,1.0
1,2000-01-01 01:00:00,0.22728975630016632,0.2916666666666667,0.0,-0.11410253188685747,2.4300408628553534
2,2000-01-01 02:00:00,0.24954089549631814,0.375,0.4785775794765232,-0.844230864581227,2.2840745821669923
3,2000-01-01 03:00:00,0.2722801697317432,0.7916666666666666,1.0243238957205711,0.7056408100507655,4.819098513945124
4,2000-01-01 04:00:00,0.29550757900644153,0.875,1.6285128739860741,-0.39878617335193706,4.4254212514159565
5,2000-01-01 05:00:00,0.3192231233204131,0.75,2.2603807671721503,-0.8271965334869942,4.527594328780947
6,2000-01-01 06:00:00,0.3434268026736579,0.16666666666666666,2.9144170009212442,-0.41574470158503485,5.033952740451912
7,2000-01-01 07:00:00,0.36811861706617593,0.9583333333333334,3.579991356692409,-0.5245121937314283,6.407118085135869
8,2000-01-01 08:00:00,0.39329856649796724,0.25,4.253398707320374,0.8131012718382519,7.734985517431971
9,2000-01-01 09:00:00,0.41896665096903185,0.5,4.932450769826448,-0.2292506291606075,7.64735376341025
10,2000-01-01 10:00:00,0.4451228704793696,0.041666666666666664,5.614788166366145,2.161717373494259,10.288482048781818
11,2000-01-01 11:00:00,0.47176722502898066,0.25,6.298891013465306,-0.9569314292805337,8.088913780989131
12,2000-01-01 12:00:00,0.4988997146178649,0.2916666666666667,6.984333158942848,0.06731083219488099,9.867397344197638
13,2000-01-01 13:00:00,0.5265203392460225,0.9583333333333334,7.669917146306954,0.20649883721106427,11.386456627872752
14,2000-01-01 14:00:00,0.5546290989134532,0.5833333333333334,8.355501133671062,-0.45688132622556726,11.061769211467661
15,2000-01-01 15:00:00,0.5832259936201574,0.7083333333333334,9.041085121035165,-1.0599757640207523,11.297855655743282
16,2000-01-01 16:00:00,0.6123110233661346,0.20833333333333334,9.726669108399271,0.6149573156935568,13.187457752567674
17,2000-01-01 17:00:00,0.641884188151385,0.5416666666666666,10.412253095763381,1.4296607664750955,15.050651688831906
18,2000-01-01 18:00:00,0.6719454879759089,0.3333333333333333,11.09783708312748,-0.21195225635208395,13.916350619860015
19,2000-01-01 19:00:00,0.7024949228397059,0.375,11.783421070491586,-0.08033725576207178,14.8057657093446
