,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_20_H_0_PolyTrend_24_exp_1.0_10
0,2000-01-01 00:00:00,0.20552675214328775,0.125,0.0,-1.3557137239186656,0.36787944117144233
1,2000-01-01 01:00:00,0.22728975630016632,0.2916666666666667,0.0,-0.11410253188685747,0.08803323521951674
2,2000-01-01 02:00:00,0.24954089549631814,0.375,0.4785775794765232,-0.844230864581227,0.10186828923130078
3,2000-01-01 03:00:00,0.2722801697317432,0.7916666666666666,1.0243238957205711,0.7056408100507655,0.008074062514044985
4,2000-01-01 04:00:00,0.29550757900644153,0.875,1.6285128739860741,-0.39878617335193706,0.011969168209617421
5,2000-01-01 05:00:00,0.3192231233204131,0.75,2.2603807671721503,-0.8271965334869942,0.010806642055178882
6,2000-01-01 06:00:00,0.3434268026736579,0.16666666666666666,2.9144170009212442,-0.41574470158503485,0.00651301536396342
7,2000-01-01 07:00:00,0.36811861706617593,0.9583333333333334,3.579991356692409,-0.5245121937314283,0.0016497721605227376
8,2000-01-01 08:00:00,0.39329856649796724,0.25,4.253398707320374,0.8131012718382519,0.0004372587130073481
9,2000-01-01 09:00:00,0.41896665096903185,0.5,4.932450769826448,-0.2292506291606075,0.00047730552265172905
10,2000-01-01 10:00:00,0.4451228704793696,0.041666666666666664,5.614788166366145,2.161717373494259,3.402271906240077e-05
11,2000-01-01 11:00:00,0.47176722502898066,0.25,6.298891013465306,-0.9569314292805337,0.0003069229616896797
12,2000-01-01 12:00:00,0.4988997146178649,0.2916666666666667,6.984333158942848,0.06731083219488099,5.183746828552325e-05
13,2000-01-01 13:00:00,0.5265203392460225,0.9583333333333334,7.669917146306954,0.20649883721106427,1.1348140865242809e-05
14,2000-01-01 14:00:00,0.5546290989134532,0.5833333333333334,8.355501133671062,-0.45688132622556726,1.5701266007075915e-05
15,2000-01-01 15:00:00,0.5832259936201574,0.7083333333333334,9.041085121035165,-1.0599757640207523,1.2399484537878065e-05
16,2000-01-01 16:00:00,0.6123110233661346,0.20833333333333334,9.726669108399271,0.6149573156935568,1.8739580633108526e-06
17,2000-01-01 17:00:00,0.641884188151385,0.5416666666666666,10.412253095763381,1.4296607664750955,2.9079371950177704e-07
18,2000-01-01 18:00:00,0.6719454879759089,0.3333333333333333,11.09783708312748,-0.21195225635208395,9.040776177835298e-07
19,2000-01-01 19:00:00,0.7024949228397059,0.375,11.783421070491586,-0.08033725576207178,3.7148189481064084e-07
