,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_20_H_0_linear_0__1.0_10
0,2000-01-01 00:00:00,0,0,0.0,0.48431215412066475,1.3934531353534123,1.3934531353534123
1,2000-01-01 01:00:00,0,0,0.0,0.5791404787067285,1.488281459939476,1.488281459939476
2,2000-01-01 02:00:00,0,0,0.27244159149844843,-0.18158257273119596,1.0,1.0
3,2000-01-01 03:00:00,0,0,0.6603043707747439,1.4102046311312142,2.9796499831387058,2.9796499831387058
4,2000-01-01 04:00:00,0,0,1.122717015759912,-0.3744716909802062,1.6573863060124534,1.6573863060124534
5,2000-01-01 05:00:00,0,0,1.6177517285806333,0.27519831557632024,2.802091025389701,2.802091025389701
6,2000-01-01 06:00:00,0,0,2.1418779207267837,-0.9607546117337881,2.0902642902257433,2.0902642902257433
7,2000-01-01 07:00:00,0,0,2.694038488146734,0.37692697499528294,3.9801064443747642,3.9801064443747642
8,2000-01-01 08:00:00,0,0,3.256948599001003,0.033438928508628576,4.199528508742379,4.199528508742379
9,2000-01-01 09:00:00,0,0,3.8283693925401785,0.6805672443551206,5.418077618128047,5.418077618128047
10,2000-01-01 10:00:00,0,0,4.404291442915031,-1.563496690099942,3.7499357340478356,3.7499357340478356
11,2000-01-01 11:00:00,0,0,4.982770407753476,-0.5666976204319573,5.325213768554266,5.325213768554266
12,2000-01-01 12:00:00,0,0,5.5636160440238225,-0.24214951424260323,6.230607511013966,6.230607511013966
13,2000-01-01 13:00:00,0,0,6.144629799303742,1.5143912837240117,8.568162064260502,8.568162064260502
14,2000-01-01 14:00:00,0,0,6.725643554583662,-0.3330574014413246,7.301727134375085,7.301727134375085
15,2000-01-01 15:00:00,0,0,7.306657309863582,0.0473648172902994,8.263163108386628,8.263163108386628
16,2000-01-01 16:00:00,0,0,7.887671065143504,1.4627404474484047,10.259552493824655,10.259552493824655
17,2000-01-01 17:00:00,0,0,8.468684820423421,1.5350291291191829,10.912854930775351,10.912854930775351
18,2000-01-01 18:00:00,0,0,9.04969857570334,0.5664400380293182,10.525279594965406,10.525279594965406
19,2000-01-01 19:00:00,0,0,9.63071233098326,0.1492650917123343,10.68911840392834,10.68911840392834
